"","b1_division","b1_teams","b1_avg_AG","b1_away_as","b1_away_ds"
"179","F1","Monaco","0.4","3.5714","2.4673"
"180","F1","Montpellier","0.4","1.4286","2.4673"
"181","F1","Nancy","0.4","3.9286","3.0841"
"182","F1","Nice","0.4","1.0714","3.0841"
"183","F1","Paris SG","0.4","2.9167","1.7991"
"184","F1","Rennes","0.4","2.5","1.5421"
"185","F1","Sochaux","0.4","2.5","4.3178"
"186","F1","St Etienne","0.4","1.6667","2.5187"
"187","F1","Toulouse","0.4","2.8571","2.4673"
"188","F1","Valenciennes","0.4","1.875","2.1589"
"189","F2","Ajaccio","0.3","2.381","2.6412"
"190","F2","Angers","0.3","2.0833","1.7975"
"191","F2","Boulogne","0.3","1.4286","1.4673"
"192","F2","Chateauroux","0.3","3.3333","2.3477"
"193","F2","Clermont","0.3","3.3333","4.1085"
"194","F2","Dijon","0.3","3.3333","3.815"
"195","F2","Evian Thonon Gaillard","0.3","5.7143","2.9346"
"196","F2","Grenoble","0.3","2.8571","4.4019"
"197","F2","Istres","0.3","1.4286","2.6412"
"198","F2","Laval","0.3","0.9524","2.6412"
"199","F2","Le Havre","0.3","2.8571","2.0542"
"200","F2","Le Mans","0.3","4.5833","1.2839"
"201","F2","Metz","0.3","1.6667","2.0542"
"202","F2","Nantes","0.3","3.3333","1.4673"
"203","F2","Nimes","0.3","0.9524","2.3477"
"204","F2","Reims","0.3","2.381","3.815"
"205","F2","Sedan","0.3","4.7619","3.815"
"206","F2","Tours","0.3","2.2222","1.7119"
"207","F2","Troyes","0.3","2.8571","1.4673"
"208","F2","Vannes","0.3","1.4286","5.5758"
"209","G1","AEK","0.4042","3.1809","2.7937"
"210","G1","Aris","0.4042","1.0603","1.2698"
"211","G1","Asteras Tripolis","0.4042","2.8275","2.0317"
"212","G1","Atromitos","0.4042","1.7672","2.2857"
"213","G1","Ergotelis","0.4042","2.1206","2.2857"
"214","G1","Iraklis","0.4042","1.7672","2.2857"
"215","G1","Kavala","0.4042","1.7672","1.0159"
"216","G1","Kerkyra","0.4042","1.4137","2.2857"
"217","G1","Larisa","0.4042","1.4137","2.7937"
"218","G1","Olympiakos","0.4042","3.1809","1.2698"
"219","G1","Olympiakos Volou","0.4042","2.474","2.2857"
"220","G1","Panathinaikos","0.4042","3.5343","1.0159"
"221","G1","Panionios","0.4042","2.1206","3.5556"
"222","G1","Panserraikos","0.4042","2.1206","3.0476"
"223","G1","PAOK","0.4042","1.7672","1.7778"
"224","G1","Xanthi","0.4042","1.7672","2.2857"
"225","I1","Bari","0.3342","1.9948","3.6667"
"226","I1","Bologna","0.3342","2.5648","4.8571"
"227","I1","Brescia","0.3342","1.7098","2.5714"
"228","I1","Cagliari","0.3342","2.5648","2.2857"
"229","I1","Catania","0.3342","1.7098","2.5714"
"230","I1","Cesena","0.3342","1.2824","2.8571"
"231","I1","Chievo","0.3342","3.4909","2"
"232","I1","Fiorentina","0.3342","2.1373","2.5714"
"233","I1","Genoa","0.3342","1.7098","1.4286"
"234","I1","Inter","0.3342","2.6182","2"
"235","I1","Juventus","0.3342","3.8471","0.8571"
"236","I1","Lazio","0.3342","2.9922","1.4286"
"237","I1","Lecce","0.3342","1.4961","5.5"
"238","I1","Milan","0.3342","3.8471","2"
"239","I1","Napoli","0.3342","4.1143","2.25"
"240","I1","Palermo","0.3342","5.4857","3.6667"
"241","I1","Parma","0.3342","2.5648","3.7143"
"242","I1","Roma","0.3342","2.5648","3.7143"
"243","I1","Sampdoria","0.3342","3.8471","2.2857"
"244","I1","Udinese","0.3342","2.1373","2"
"245","I2","Albinoleffe","0.3095","1.3847","3.6497"
"246","I2","Ascoli","0.3095","3.6926","2.7373"
"247","I2","Atalanta","0.3095","3.231","1.8249"
"248","I2","Cittadella","0.3095","2.4233","3.1935"
"249","I2","Crotone","0.3095","2.8271","2.3951"
"250","I2","Empoli","0.3095","3.6349","1.8629"
"251","I2","Frosinone","0.3095","2.3079","3.0415"
"252","I2","Grosseto","0.3095","2.6925","4.6129"
"253","I2","Livorno","0.3095","5.0773","2.129"
"254","I2","Modena","0.3095","2.3079","3.6497"
"255","I2","Novara","0.3095","5.0773","2.129"
"256","I2","Padova","0.3095","2.7694","3.3456"
"257","I2","Pescara","0.3095","2.3079","2.129"
"258","I2","Piacenza","0.3095","1.8463","2.129"
"259","I2","Portogruaro","0.3095","1.3847","3.6497"
"260","I2","Reggina","0.3095","4.6157","3.6497"
"261","I2","Sassuolo","0.3095","3.231","2.7373"
"262","I2","Siena","0.3095","3.231","3.1935"
"263","I2","Torino","0.3095","2.6925","3.1935"
"264","I2","Triestina","0.3095","3.6926","3.9539"
"265","I2","Varese","0.3095","2.3079","2.129"
"266","I2","Vicenza","0.3095","3.231","5.1705"
"267","N1","Ajax","0.5392","4.504","1.8524"
"268","N1","AZ Alkmaar","0.5392","1.8546","1.5128"
"269","N1","Den Haag","0.5392","3.0137","2.2692"
"270","N1","Excelsior","0.5392","1.3247","2.9638"
"271","N1","Feyenoord","0.5392","1.3247","4.0753"
"272","N1","Graafschap","0.5392","1.5455","3.2417"
"273","N1","Groningen","0.5392","3.7092","2.7786"
"274","N1","Heerenveen","0.5392","2.3845","2.0376"
"275","N1","Heracles","0.5392","2.3845","2.9638"
"276","N1","NAC Breda","0.5392","1.2364","3.2417"
"277","N1","Nijmegen","0.5392","3.9741","3.1491"
"278","N1","PSV Eindhoven","0.5392","3.4443","1.1114"
"279","N1","Roda","0.5392","3.1793","1.8524"
"280","N1","Twente","0.5392","2.5501","0.6483"
"281","N1","Utrecht","0.5392","1.8546","2.2229"
"282","N1","Vitesse","0.5392","2.9144","2.7786"
"283","N1","VVV Venlo","0.5392","1.3909","2.5934"
"284","N1","Willem II","0.5392","0.7948","2.7786"
"285","P1","Academica","0.45","2.8571","2.963"
"286","P1","Beira Mar","0.45","1.9048","1.9048"
"287","P1","Benfica","0.45","2.5926","2.4691"
"288","P1","Guimaraes","0.45","3.1746","2.7513"
"289","P1","Leiria","0.45","2.2222","1.9048"
"290","P1","Maritimo","0.45","2.2222","1.0582"
"291","P1","Nacional","0.45","1.5873","1.4815"
"292","P1","Naval","0.45","1.2698","3.3862"
"293","P1","Olhanense","0.45","0.9524","2.1164"
"294","P1","Pacos Ferreira","0.45","1.5873","1.9048"
"295","P1","Portimonense","0.45","1.5873","3.1746"
"296","P1","Porto","0.45","3.4921","0.4233"
"297","P1","Rio Ave","0.45","2.2222","2.7513"
"298","P1","Setubal","0.45","0.6349","1.9048"
"299","P1","Sp Braga","0.45","1.9048","2.7513"
"300","P1","Sp Lisbon","0.45","3.8889","1.4815"
"301","SC0","Aberdeen","0.5132","1.1135","5.0725"
"302","SC0","Celtic","0.5132","2.7837","1.0679"
"303","SC0","Dundee United","0.5132","1.9486","2.6697"
"304","SC0","Hamilton","0.5132","1.4614","3.504"
"305","SC0","Hearts","0.5132","3.8971","1.2459"
"306","SC0","Hibernian","0.5132","2.6793","3.7376"
"307","SC0","Inverness C","0.5132","4.1755","1.6018"
"308","SC0","Kilmarnock","0.5132","3.3404","1.8688"
"309","SC0","Motherwell","0.5132","2.7837","2.1358"
"310","SC0","Rangers","0.5132","5.2889","2.1358"
"311","SC0","St Johnstone","0.5132","1.6702","2.6697"
"312","SC0","St Mirren","0.5132","1.6238","4.672"
"313","SC1","Cowdenbeath","0.4278","2.3375","4.0334"
"314","SC1","Dundee","0.4278","3.3393","2.5209"
"315","SC1","Dunfermline","0.4278","3.6733","2.2688"
"316","SC1","Falkirk","0.4278","4.6751","1.7646"
"317","SC1","Morton","0.4278","1.5584","2.6469"
"318","SC1","Partick","0.4278","2.0453","3.5292"
"319","SC1","Queen of Sth","0.4278","1.7532","1.9852"
"320","SC1","Raith Rvs","0.4278","3.1167","1.1764"
"321","SC1","Ross County","0.4278","1.7532","1.7646"
"322","SC1","Stirling","0.4278","2.0036","3.7813"
"323","SC2","Airdrie Utd","0.5","3.7778","2.836"
"324","SC2","Alloa","0.5","2.2857","2.4948"
"325","SC2","Ayr","0.5","4.3333","3.8062"
"326","SC2","Brechin","0.5","4.25","1.0075"
"327","SC2","Dumbarton","0.5","0.2857","3.4544"
"328","SC2","East Fife","0.5","3","3.1345"
"329","SC2","Forfar","0.5","2.3333","2.2389"
"330","SC2","Livingston","0.5","2.3333","1.3434"
"331","SC2","Peterhead","0.5","2.5","2.6867"
"332","SC2","Stenhousemuir","0.5","0.2857","2.8786"
"333","SC3","Albion Rvs","0.5667","2.7729","2.2811"
"334","SC3","Annan Athletic","0.5667","2.6469","1.6935"
"335","SC3","Arbroath","0.5667","4.2855","4.1474"
"336","SC3","Berwick","0.5667","3.025","1.659"
"337","SC3","Clyde","0.5667","1.7646","3.8709"
"338","SC3","East Stirling","0.5667","1.2604","2.2811"
"339","SC3","Elgin","0.5667","2.2058","2.3588"
"340","SC3","Montrose","0.5667","2.5209","3.1105"
"341","SC3","Queens Park","0.5667","1.7646","2.4884"
"342","SC3","Stranraer","0.5667","3.3086","1.9959"
"343","SP1","Almeria","0.3789","1.5081","1.3919"
"344","SP1","Ath Bilbao","0.3789","3.3933","4.4077"
"345","SP1","Ath Madrid","0.3789","3.0163","3.0158"
"346","SP1","Barcelona","0.3789","9.0488","0.696"
"347","SP1","Espanol","0.3789","1.5081","3.0158"
"348","SP1","Getafe","0.3789","2.6392","3.0158"
"349","SP1","Hercules","0.3789","1.1311","2.5518"
"350","SP1","La Coruna","0.3789","1.1311","2.7838"
"351","SP1","Levante","0.3789","2.2622","3.0158"
"352","SP1","Malaga","0.3789","3.0163","3.0158"
"353","SP1","Mallorca","0.3789","2.6392","3.2478"
"354","SP1","Osasuna","0.3789","0.377","2.7838"
"355","SP1","Real Madrid","0.3789","3.7703","1.8559"
"356","SP1","Santander","0.3789","1.5081","4.1758"
"357","SP1","Sevilla","0.3789","3.0163","3.0158"
"358","SP1","Sociedad","0.3789","3.7703","3.0158"
"359","SP1","Sp Gijon","0.3789","1.1311","3.0158"
"360","SP1","Valencia","0.3789","3.3933","2.0879"
"361","SP1","Villarreal","0.3789","4.5244","2.3199"
"362","SP1","Zaragoza","0.3789","1.5081","1.8559"
"363","SP2","Albacete","0.3203","1.338","2.4749"
"364","SP2","Alcorcon","0.3203","1.784","3.5749"
"365","SP2","Barcelona B","0.3203","4.1628","4.4915"
"366","SP2","Betis","0.3203","5.7981","2.1999"
"367","SP2","Cartagena","0.3203","2.6761","2.4749"
"368","SP2","Celta","0.3203","5.3521","2.1999"
"369","SP2","Cordoba","0.3203","4.0141","2.7499"
"370","SP2","Elche","0.3203","1.338","1.9249"
"371","SP2","Gimnastic","0.3203","3.1221","2.4749"
"372","SP2","Girona","0.3203","2.2301","3.0249"
"373","SP2","Granada","0.3203","4.0141","3.8499"
"374","SP2","Huesca","0.3203","2.2301","2.7499"
"375","SP2","Las Palmas","0.3203","4.4601","3.5749"
"376","SP2","Numancia","0.3203","1.338","2.1999"
"377","SP2","Ponferradina","0.3203","0.7805","3.6092"
"378","SP2","Recreativo","0.3203","1.338","2.1999"
"379","SP2","Salamanca","0.3203","4.0141","1.6499"
"380","SP2","Tenerife","0.3203","3.1221","3.2999"
"381","SP2","Valladolid","0.3203","2.2301","3.8499"
"382","SP2","Vallecano","0.3203","3.1221","3.2999"
"383","SP2","Villarreal B","0.3203","4.4601","4.3998"
"384","SP2","Xerez","0.3203","3.5681","3.8499"
"385","T1","Ankaragucu","0.5098","2.2418","2.9803"
"386","T1","Antalyaspor","0.5098","1.9616","2.9803"
"387","T1","Besiktas","0.5098","2.8022","1.2418"
"388","T1","Bucaspor","0.5098","1.1209","3.2287"
"389","T1","Bursaspor","0.5098","4.4836","0.7451"
"390","T1","Buyuksehyr","0.5098","3.3627","1.9869"
"391","T1","Eskisehirspor","0.5098","1.9616","2.4836"
"392","T1","Fenerbahce","0.5098","4.2033","2.732"
"393","T1","Galatasaray","0.5098","1.6813","1.7385"
"394","T1","Gaziantepspor","0.5098","1.4011","0.7451"
"395","T1","Genclerbirligi","0.5098","1.1209","3.4771"
"396","T1","Karabukspor","0.5098","2.2418","3.2287"
"397","T1","Kasimpasa","0.5098","1.6813","3.4771"
"398","T1","Kayserispor","0.5098","2.522","1.4902"
"399","T1","Konyaspor","0.5098","1.6813","2.732"
"400","T1","Manisaspor","0.5098","3.3627","3.2287"
"401","T1","Sivasspor","0.5098","1.4011","4.7189"
"402","T1","Trabzonspor","0.5098","4.4836","0.4967"
