"","b1_division","b1_teams","b1_avg_HG","b1_home_as","b1_home_ds"
"82","E1","Ipswich","0.4764","2.9987","2.7878"
"83","E1","Leeds","0.4764","3.5984","6.3722"
"84","E1","Leicester","0.4764","2.3989","2.7878"
"85","E1","Middlesbrough","0.4764","3.2985","4.3809"
"86","E1","Millwall","0.4764","3.2985","3.5844"
"87","E1","Norwich","0.4764","3.5984","4.3809"
"88","E1","Nottm Forest","0.4764","2.9987","1.9913"
"89","E1","Portsmouth","0.4764","4.498","3.1861"
"90","E1","Preston","0.4764","2.6988","4.7792"
"91","E1","QPR","0.4764","3.8983","0.3983"
"92","E1","Reading","0.4764","3.8983","2.7878"
"93","E1","Scunthorpe","0.4764","1.7992","4.3809"
"94","E1","Sheffield United","0.4764","1.4993","4.7792"
"95","E1","Swansea","0.4764","3.2985","0.3983"
"96","E1","Watford","0.4764","3.2985","4.7792"
"97","E2","Bournemouth","0.4438","6.4379","2.9902"
"98","E2","Brentford","0.4438","2.5752","3.7378"
"99","E2","Brighton","0.4438","3.8627","1.8689"
"100","E2","Bristol Rvs","0.4438","2.2533","3.364"
"101","E2","Carlisle","0.4438","3.219","2.2427"
"102","E2","Charlton","0.4438","2.2533","2.6164"
"103","E2","Colchester","0.4438","3.219","3.7378"
"104","E2","Dag and Red","0.4438","2.8971","3.364"
"105","E2","Exeter","0.4438","3.8627","4.1115"
"106","E2","Hartlepool","0.4438","3.219","6.3542"
"107","E2","Huddersfield","0.4438","3.8627","2.2427"
"108","E2","Leyton Orient","0.4438","2.8971","2.2427"
"109","E2","Milton Keynes Dons","0.4438","3.219","1.1213"
"110","E2","Notts County","0.4438","3.5408","3.7378"
"111","E2","Oldham","0.4438","3.5408","1.8689"
"112","E2","Peterboro","0.4438","6.7598","5.6066"
"113","E2","Plymouth","0.4438","2.5752","4.4853"
"114","E2","Rochdale","0.4438","3.5408","2.9902"
"115","E2","Sheffield Weds","0.4438","1.6095","1.1213"
"116","E2","Southampton","0.4438","2.2533","1.8689"
"117","E2","Swindon","0.4438","3.219","3.364"
"118","E2","Tranmere","0.4438","2.5752","4.4853"
"119","E2","Walsall","0.4438","2.2533","4.4853"
"120","E2","Yeovil","0.4438","3.219","4.8591"
"121","E3","Accrington","0.4511","5.7004","4.7553"
"122","E3","Aldershot","0.4511","1.9001","3.1702"
"123","E3","Barnet","0.4511","2.5335","3.1702"
"124","E3","Bradford","0.4511","3.1669","2.3777"
"125","E3","Burton","0.4511","4.1169","2.3777"
"126","E3","Bury","0.4511","3.8002","3.1702"
"127","E3","Cheltenham","0.4511","2.5335","2.3777"
"128","E3","Chesterfield","0.4511","6.9671","4.359"
"129","E3","Crewe","0.4511","5.7004","2.7739"
"130","E3","Gillingham","0.4511","2.2168","1.5851"
"131","E3","Hereford","0.4511","1.2667","4.7553"
"132","E3","Lincoln","0.4511","1.2667","1.9814"
"133","E3","Macclesfield","0.4511","2.5335","3.9628"
"134","E3","Morecambe","0.4511","1.9001","3.1702"
"135","E3","Northampton","0.4511","3.4835","3.5665"
"136","E3","Oxford","0.4511","3.1669","2.3777"
"137","E3","Port Vale","0.4511","2.5335","1.5851"
"138","E3","Rotherham","0.4511","5.067","5.1516"
"139","E3","Shrewsbury","0.4511","4.1169","1.9814"
"140","E3","Southend","0.4511","2.5335","3.9628"
"141","E3","Stevenage","0.4511","2.5335","2.7739"
"142","E3","Stockport","0.4511","2.2168","5.9441"
"143","E3","Torquay","0.4511","3.8002","3.5665"
"144","E3","Wycombe","0.4511","3.8002","3.9628"
"145","EC","AFC Wimbledon","0.4891","4.9654","1.7238"
"146","EC","Altrincham","0.4891","2.6287","5.6022"
"147","EC","Barrow","0.4891","3.0669","3.0166"
"148","EC","Bath City","0.4891","3.0669","4.0221"
"149","EC","Cambridge","0.4891","3.7971","2.1547"
"150","EC","Crawley Town","0.4891","3.2129","2.1547"
"151","EC","Darlington","0.4891","2.6287","1.7238"
"152","EC","Eastbourne Borough","0.4891","5.5496","4.3094"
"153","EC","Fleetwood Town","0.4891","3.7971","3.4475"
"154","EC","Forest Green","0.4891","2.9208","4.3094"
"155","EC","Gateshead","0.4891","1.4604","1.2928"
"156","EC","Grimsby","0.4891","2.9208","2.5856"
"157","EC","Hayes & Yeading","0.4891","3.2129","5.1713"
"158","EC","Histon","0.4891","2.3367","5.6022"
"159","EC","Kettering Town","0.4891","2.3367","4.7404"
"160","EC","Kidderminster","0.4891","3.7971","4.7404"
"161","EC","Luton","0.4891","3.505","2.1547"
"162","EC","Mansfield","0.4891","4.6733","3.4475"
"163","EC","Newport County","0.4891","4.0891","3.4475"
"164","EC","Rushden & D","0.4891","2.9208","2.1547"
"165","EC","Southport","0.4891","2.0446","2.5856"
"166","EC","Tamworth","0.4891","4.3812","5.1713"
"167","EC","Wrexham","0.4891","3.2129","2.1547"
"168","EC","York","0.4891","2.3367","1.2928"
"169","F1","Arles","0.4632","1.8505","5.7143"
"170","F1","Auxerre","0.4632","3.0841","2.8571"
"171","F1","Bordeaux","0.4632","2.4288","2.5"
"172","F1","Brest","0.4632","1.7991","0.8333"
"173","F1","Caen","0.4632","2.5187","5"
"174","F1","Lens","0.4632","2.1589","4.0625"
"175","F1","Lille","0.4632","3.3925","2.5"
"176","F1","Lorient","0.4632","3.2383","1.875"
"177","F1","Lyon","0.4632","2.4673","1.4286"
"178","F1","Marseille","0.4632","3.2383","2.5"
"179","F1","Monaco","0.4632","1.2337","1.7857"
"180","F1","Montpellier","0.4632","2.7757","1.4286"
"181","F1","Nancy","0.4632","1.5421","5"
"182","F1","Nice","0.4632","2.4673","2.1429"
"183","F1","Paris SG","0.4632","3.7781","2.5"
"184","F1","Rennes","0.4632","2.7757","2.1429"
"185","F1","Sochaux","0.4632","4.3178","1.875"
"186","F1","St Etienne","0.4632","4.0094","2.8571"
"187","F1","Toulouse","0.4632","1.8505","2.5"
"188","F1","Valenciennes","0.4632","3.0225","3"
"189","F2","Ajaccio","0.4868","2.6412","1.4286"
"190","F2","Angers","0.4868","2.3966","3.8889"
"191","F2","Boulogne","0.4868","2.0542","1.4286"
"192","F2","Chateauroux","0.4868","2.9346","3.3333"
"193","F2","Clermont","0.4868","3.815","4.2857"
"194","F2","Dijon","0.4868","3.2281","1.9048"
"195","F2","Evian Thonon Gaillard","0.4868","2.6412","2.8571"
"196","F2","Grenoble","0.4868","1.1738","3.8095"
"197","F2","Istres","0.4868","1.4673","3.3333"
"198","F2","Laval","0.4868","2.9346","0.4762"
"199","F2","Le Havre","0.4868","2.6412","1.9048"
"200","F2","Le Mans","0.4868","2.739","3.8889"
"201","F2","Metz","0.4868","1.5407","2.9167"
"202","F2","Nantes","0.4868","2.0542","2.8571"
"203","F2","Nimes","0.4868","2.3477","2.8571"
"204","F2","Reims","0.4868","2.9346","2.381"
"205","F2","Sedan","0.4868","5.2823","1.9048"
"206","F2","Tours","0.4868","4.3652","3.3333"
"207","F2","Troyes","0.4868","2.6412","3.8095"
"208","F2","Vannes","0.4868","2.3477","1.9048"
"209","G1","AEK","0.5625","3.5556","1.0603"
"210","G1","Aris","0.5625","1.7778","2.1206"
"211","G1","Asteras Tripolis","0.5625","0.5079","2.1206"
"212","G1","Atromitos","0.5625","2.0317","2.8275"
"213","G1","Ergotelis","0.5625","2.0317","3.5343"
"214","G1","Iraklis","0.5625","1.5238","1.4137"
"215","G1","Kavala","0.5625","2.2857","2.8275"
"216","G1","Kerkyra","0.5625","2.0317","2.8275"
"217","G1","Larisa","0.5625","1.5238","2.1206"
"218","G1","Olympiakos","0.5625","4.8254","0.7069"
"219","G1","Olympiakos Volou","0.5625","2.0317","2.1206"
"220","G1","Panathinaikos","0.5625","3.3016","2.1206"
"221","G1","Panionios","0.5625","0.7619","1.4137"
"222","G1","Panserraikos","0.5625","1.5238","2.1206"
"223","G1","PAOK","0.5625","2.5397","2.474"
"224","G1","Xanthi","0.5625","2.0317","2.474"
"225","I1","Bari","0.5","1.5","3.7403"
"226","I1","Bologna","0.5","2","0.9974"
"227","I1","Brescia","0.5","2","3.4197"
"228","I1","Cagliari","0.5","2.8571","2.5648"
"229","I1","Catania","0.5","2.2857","1.2824"
"230","I1","Cesena","0.5","2","3.4197"
"231","I1","Chievo","0.5","1.7143","2.1373"
"232","I1","Fiorentina","0.5","2.5714","2.5648"
"233","I1","Genoa","0.5","1.7143","3.4197"
"234","I1","Inter","0.5","3.7143","2.5648"
"235","I1","Juventus","0.5","4.8571","4.7021"
"236","I1","Lazio","0.5","3.25","2.6182"
"237","I1","Lecce","0.5","2.6667","2.9922"
"238","I1","Milan","0.5","4","2.1373"
"239","I1","Napoli","0.5","4","3.9896"
"240","I1","Palermo","0.5","3.5","2.9922"
"241","I1","Parma","0.5","1.4286","1.2824"
"242","I1","Roma","0.5","3.4286","2.1373"
"243","I1","Sampdoria","0.5","1.7143","1.7098"
"244","I1","Udinese","0.5","3.1429","3.4197"
"245","I2","Albinoleffe","0.4697","3.1935","4.8465"
"246","I2","Ascoli","0.4697","2.129","4.6157"
"247","I2","Atalanta","0.4697","3.6497","1.8463"
"248","I2","Cittadella","0.4697","2.7373","5.0773"
"249","I2","Crotone","0.4697","2.4839","2.154"
"250","I2","Empoli","0.4697","2.129","1.077"
"251","I2","Frosinone","0.4697","2.7373","4.1542"
"252","I2","Grosseto","0.4697","1.8629","1.2116"
"253","I2","Livorno","0.4697","3.0415","4.1542"
"254","I2","Modena","0.4697","2.4332","2.7694"
"255","I2","Novara","0.4697","5.1705","1.3847"
"256","I2","Padova","0.4697","5.1705","2.3079"
"257","I2","Pescara","0.4697","3.0415","4.1542"
"258","I2","Piacenza","0.4697","4.258","6.0005"
"259","I2","Portogruaro","0.4697","2.4332","3.6926"
"260","I2","Reggina","0.4697","3.3456","0.9231"
"261","I2","Sassuolo","0.4697","2.4332","5.0773"
"262","I2","Siena","0.4697","3.9539","1.3847"
"263","I2","Torino","0.4697","2.9274","3.231"
"264","I2","Triestina","0.4697","1.5207","2.7694"
"265","I2","Varese","0.4697","2.7373","1.3847"
"266","I2","Vicenza","0.4697","2.4839","1.077"
"267","N1","Ajax","0.7712","2.5934","1.3909"
"268","N1","AZ Alkmaar","0.7712","2.1071","1.3909"
"269","N1","Den Haag","0.7712","2.3772","3.091"
"270","N1","Excelsior","0.7712","2.1071","3.0137"
"271","N1","Feyenoord","0.7712","2.5934","1.8546"
"272","N1","Graafschap","0.7712","2.0376","3.7092"
"273","N1","Groningen","0.7712","2.4081","1.3247"
"274","N1","Heerenveen","0.7712","2.4081","2.3845"
"275","N1","Heracles","0.7712","2.7786","2.1195"
"276","N1","NAC Breda","0.7712","2.2692","1.1591"
"277","N1","Nijmegen","0.7712","1.8524","1.5897"
"278","N1","PSV Eindhoven","0.7712","4.8626","1.3909"
"279","N1","Roda","0.7712","2.3772","1.8546"
"280","N1","Twente","0.7712","3.2417","2.1637"
"281","N1","Utrecht","0.7712","3.0256","2.1637"
"282","N1","Vitesse","0.7712","0.9262","2.9144"
"283","N1","VVV Venlo","0.7712","1.6672","4.2391"
"284","N1","Willem II","0.7712","1.945","7.1093"
"285","P1","Academica","0.675","2.328","3.4921"
"286","P1","Beira Mar","0.675","2.328","2.8571"
"287","P1","Benfica","0.675","3.7037","1.1111"
"288","P1","Guimaraes","0.675","1.9048","1.2698"
"289","P1","Leiria","0.675","2.1164","1.5873"
"290","P1","Maritimo","0.675","1.2698","1.5873"
"291","P1","Nacional","0.675","1.9048","2.5397"
"292","P1","Naval","0.675","0.6349","3.4921"
"293","P1","Olhanense","0.675","1.6931","0.9524"
"294","P1","Pacos Ferreira","0.675","1.4815","2.8571"
"295","P1","Portimonense","0.675","1.6931","3.1746"
"296","P1","Porto","0.675","4.4444","0.9524"
"297","P1","Rio Ave","0.675","1.6931","2.2222"
"298","P1","Setubal","0.675","1.2698","2.5397"
"299","P1","Sp Braga","0.675","4.0212","1.9048"
"300","P1","Sp Lisbon","0.675","1.4815","1.8519"
"301","SC0","Aberdeen","0.5351","2.9367","2.7837"
"302","SC0","Celtic","0.5351","6.1404","1.6702"
"303","SC0","Dundee United","0.5351","2.1358","2.7837"
"304","SC0","Hamilton","0.5351","1.5573","4.5466"
"305","SC0","Hearts","0.5351","2.336","2.1921"
"306","SC0","Hibernian","0.5351","1.8688","2.9228"
"307","SC0","Inverness C","0.5351","2.4028","2.7837"
"308","SC0","Kilmarnock","0.5351","2.6697","3.062"
"309","SC0","Motherwell","0.5351","3.2037","2.2269"
"310","SC0","Rangers","0.5351","4.0046","1.9486"
"311","SC0","St Johnstone","0.5351","1.0679","3.3404"
"312","SC0","St Mirren","0.5351","2.1024","2.6793"
"313","SC1","Cowdenbeath","0.5667","3.2771","4.0072"
"314","SC1","Dundee","0.5667","2.6469","1.1688"
"315","SC1","Dunfermline","0.5667","3.5292","1.7532"
"316","SC1","Falkirk","0.5667","4.0334","2.6715"
"317","SC1","Morton","0.5667","1.544","1.461"
"318","SC1","Partick","0.5667","1.2604","1.6697"
"319","SC1","Queen of Sth","0.5667","3.5292","3.5063"
"320","SC1","Raith Rvs","0.5667","2.5209","1.3357"
"321","SC1","Ross County","0.5667","1.1764","3.1167"
"322","SC1","Stirling","0.5667","2.0587","6.2334"
"323","SC2","Airdrie Utd","0.7444","1.3434","2.3333"
"324","SC2","Alloa","0.7444","2.8546","3"
"325","SC2","Ayr","0.7444","1.9191","1.4286"
"326","SC2","Brechin","0.7444","2.4628","2.3333"
"327","SC2","Dumbarton","0.7444","2.4628","3.6667"
"328","SC2","East Fife","0.7444","4.198","3.5"
"329","SC2","Forfar","0.7444","2.8786","2.2857"
"330","SC2","Livingston","0.7444","2.8786","1.7143"
"331","SC2","Peterhead","0.7444","2.015","3.5"
"332","SC2","Stenhousemuir","0.7444","2.3029","1.7143"
"333","SC3","Albion Rvs","0.6889","2.9032","2.0167"
"334","SC3","Annan Athletic","0.6889","3.1451","2.3528"
"335","SC3","Arbroath","0.6889","2.5403","1.544"
"336","SC3","Berwick","0.6889","4.1128","2.6469"
"337","SC3","Clyde","0.6889","1.4516","3.8233"
"338","SC3","East Stirling","0.6889","0.7258","2.0587"
"339","SC3","Elgin","0.6889","3.0846","3.3086"
"340","SC3","Montrose","0.6889","2.7419","3.1371"
"341","SC3","Queens Park","0.6889","1.8663","2.5209"
"342","SC3","Stranraer","0.6889","2.9032","2.2688"
"343","SP1","Almeria","0.6158","1.3919","5.6555"
"344","SP1","Ath Bilbao","0.6158","2.7838","2.2622"
"345","SP1","Ath Madrid","0.6158","3.2478","2.2622"
"346","SP1","Barcelona","0.6158","3.9438","1.8852"
"347","SP1","Espanol","0.6158","2.7838","0.7541"
"348","SP1","Getafe","0.6158","3.4798","2.6392"
"349","SP1","Hercules","0.6158","2.5518","3.7703"
"350","SP1","La Coruna","0.6158","2.0879","1.5081"
"351","SP1","Levante","0.6158","2.3199","3.7703"
"352","SP1","Malaga","0.6158","2.5518","5.6555"
"353","SP1","Mallorca","0.6158","1.8559","0.7541"
"354","SP1","Osasuna","0.6158","2.5518","1.8852"
"355","SP1","Real Madrid","0.6158","5.7997","1.1311"
"356","SP1","Santander","0.6158","1.8559","1.8852"
"357","SP1","Sevilla","0.6158","2.7838","3.7703"
"358","SP1","Sociedad","0.6158","2.5518","2.2622"
"359","SP1","Sp Gijon","0.6158","1.8559","3.3933"
"360","SP1","Valencia","0.6158","2.3199","2.2622"
"361","SP1","Villarreal","0.6158","3.4798","0.7541"
"362","SP1","Zaragoza","0.6158","2.0879","6.0325"
"363","SP2","Albacete","0.5195","2.1999","3.1221"
"364","SP2","Alcorcon","0.5195","3.8499","3.1221"
"365","SP2","Barcelona B","0.5195","3.5749","2.2301"
"366","SP2","Betis","0.5195","5.7748","2.0814"
"367","SP2","Cartagena","0.5195","3.5749","3.5681"
"368","SP2","Celta","0.5195","3.5749","3.1221"
"369","SP2","Cordoba","0.5195","2.1999","3.1221"
"370","SP2","Elche","0.5195","2.1999","2.6761"
"371","SP2","Gimnastic","0.5195","1.1","2.2301"
"372","SP2","Girona","0.5195","4.1248","3.1221"
"373","SP2","Granada","0.5195","4.1248","2.2301"
"374","SP2","Huesca","0.5195","0.825","2.2301"
"375","SP2","Las Palmas","0.5195","4.1248","4.0141"
"376","SP2","Numancia","0.5195","3.2999","3.1221"
"377","SP2","Ponferradina","0.5195","2.4749","4.9061"
"378","SP2","Recreativo","0.5195","1.9249","3.1221"
"379","SP2","Salamanca","0.5195","2.4749","4.0141"
"380","SP2","Tenerife","0.5195","1.3749","3.5681"
"381","SP2","Valladolid","0.5195","4.1248","1.784"
"382","SP2","Vallecano","0.5195","4.6748","1.338"
"383","SP2","Villarreal B","0.5195","1.6499","3.5681"
"384","SP2","Xerez","0.5195","3.128","3.5123"
"385","T1","Ankaragucu","0.5752","2.732","3.6429"
"386","T1","Antalyaspor","0.5752","2.2352","1.6813"
"387","T1","Besiktas","0.5752","3.2287","2.8022"
"388","T1","Bucaspor","0.5752","0.9934","1.4011"
"389","T1","Bursaspor","0.5752","2.2352","1.6813"
"390","T1","Buyuksehyr","0.5752","1.7385","1.4011"
"391","T1","Eskisehirspor","0.5752","0.9934","1.4011"
"392","T1","Fenerbahce","0.5752","5.2156","1.9616"
"393","T1","Galatasaray","0.5752","2.2352","3.3627"
"394","T1","Gaziantepspor","0.5752","1.7385","2.522"
"395","T1","Genclerbirligi","0.5752","1.9869","1.9616"
"396","T1","Karabukspor","0.5752","4.2221","2.522"
"397","T1","Kasimpasa","0.5752","1.7385","5.044"
"398","T1","Kayserispor","0.5752","2.2352","0.5604"
"399","T1","Konyaspor","0.5752","2.2352","3.6429"
"400","T1","Manisaspor","0.5752","1.4902","3.0824"
"401","T1","Sivasspor","0.5752","2.4836","3.0824"
"402","T1","Trabzonspor","0.5752","3.9738","1.9616"
